,rc_num,rc_name,rc_view,rc_rec,rc_scrap,rc_type,rc_sit,rc_sort,rc_nick,rc_info,rc_ing,rc_diff,rc_time,rc_src
7900,6860437,매운오징어볶음덮밥,35045.0,42.0,1319.0,볶음,일상,해물류,밥/죽/떡,혼자 밥먹기 싫을때가있지요 이럴때 가끔 매운 오징어 덮밥을 해먹는데요 혼자먹어도 맛나요^^ 불 오징어 덮밥은 오징어를 센불에 휘리릭 볶아 흰 밥위에 올려 쓱쓱 비벼먹으면 끝나지요~^^ 불 오징어 덮밥 맛있는 음식은 같이먹어야 더 맛있잖아요~,[오징어 덮밥 재료] 오징어(몸통) 1마리| 밥 1공기| 양배추 1/2장| 양파 1/6개| 당근 약간| 청양고추 1개| 대파(쪽파) 1/2대| 다진마늘 1t| 상추 적당량| 식용유 적당량 [양념장 재료] 고춧가루(매운) 1t| 고춧가루(안매운) 1t| 고추장 1T| 설탕 1t| 맛술 1t| 굴소스 1t| 간장 1t| 물엿 1t| 후춧가루 약간| 깨 약간| 참기름 약간,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/10/ab6d3b7a9b4a145c8311ee1e25181a481_m.jpg
7909,6860486,달걀밥,447383.0,1763.0,19430.0,기타,초스피드,달걀/유제품,밥/죽/떡,꿀맛 보장 달걀+햄에 쭉쭉 늘어나는 치즈가 함께라면 혼밥이어도 외롭지 않아..☆  세상의 모든 레시피 만개의레시피,[필수 재료] 밥 1/2공기| 달걀 2개| 물 100ml| 햄 or 스팸 1/4개(30g)| 다진 대파 1T| 피자치즈 1/2cup| 슬라이스 치즈 1/2장 [양념 재료] 간장 1/2T| 소금 약간| 후추 약간,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/11/437303185b36d639dddc95a0be488b0e1_m.png
7910,6860493,참치덮밥,52329.0,194.0,2174.0,볶음,일상,가공식품류,밥/죽/떡,쉽고 간단해 누구나 맛을 낼 수 있는 레시피 ,[재료] 참치 통조림 100g| 채썬 양파 1컵(종이컵기준)| 당근 적당량| 청양고추(생략가능) 적당량| 다진마늘 1/3스푼(밥수저기준)| 물 1/2컵(종이컵기준) [양념] 식용유 2스푼(밥수저기준)| 고추장 1스푼(밥수저기준)| 고춧가루 1스푼(밥수저기준)| 설탕 1/2스푼(밥수저기준)| 물엿 1/2스푼(밥수저기준)| 소금 조금| 후추 조금,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/11/e414c58ffe29b3cbf6cde658f1e6ba781_m.jpg
7992,6860827,퀘사디아,22281.0,18.0,1444.0,굽기,초스피드,밀가루,빵,남녀노소 좋아하는 치즈를 이용하여 영화보면서 가볍게 즐길수 있도록 퀘사디아를  만들어 보았습니다. ,[재료] 또띠아 10인치 1장| 치즈 100g| 설탕 또는 꿀 1T [소스] 마요네즈 3T| 진간장 1/2T| 청양고추 5g,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/16/dc0b5814153fe4f09fdf9f3d58d4b61a1_m.jpg
8071,6861051,브리또,8613.0,12.0,366.0,기타,간식,가공식품류,빵,영화보면서 먹을 수 있는 초간단 메뉴  참치마요콘브리또!,[재료] 또띠아 1장| 감자 1개| 콘옥수수 3T| 양파 1/2개| 참치캔 2/3캔| 모짜렐라치즈(피자치즈) 100g [양념] 마요네즈 취향껏| 후추 소량 [선택] 파슬리 1꼬집,초급,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/18/fc58c3990af17f1cc04b465231c49a911_m.jpg
8220,6861562,돈까스,32244.0,22.0,2549.0,튀김,간식,돼지고기,메인반찬,피카츄돈까스  이거 초딩때 진짜 맨날 분식집 가서 사 먹었었는데  500원이었던 거 같은데 와 초딩때는 세상에서 이게 떡꼬치 다음으로 제일 맛있었는데 말이죠 그때 그맛을 치킨너겟으로 다시 한번 재연해봤습니다  간단한 아이들간식으로 너무 좋은 치킨너겟꼬지 ,[재료] 치킨너겟 9개| 꼬지 3개 [소스] 올리고당 2T| 케찹 2T| 고추장 0.5T| 다진 마늘 0.5T,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/24/b965ca40798d07748deefbb065df11b01_m.jpg
8224,6861650,연두부달걀덮밥,122136.0,691.0,5329.0,볶음,일상,달걀/유제품,밥/죽/떡,계란+연두부 스크램블에 고소한 치즈  참기름 추가하면 간장계란밥 버금가는 중독적인 맛!! 세상의 모든 레시피 만개의레시피,[필수재료] 달걀 2개| 연두부 90g| 쪽파 1T| 슬라이스 치즈 1장| 밥 1공기 [양념재료] 소금 약간| 후추 약간| 참기름 1T| 참깨 약간 [선택재료] 간장 1T,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/29/93a6ce7e076999eabed05af1116ef7761_m.jpg
8253,6861939,만두치즈밥,36224.0,112.0,2138.0,기타,초스피드,가공식품류,밥/죽/떡,요리도 설거지도 귀찮은날 혼밥할때 너무너무너무 좋은 레시피 ★,[재료] 햇반(밥) 1개(1공기)| 냉동만두(종류상관없음) 3~4개| 고추장 1스푼| 참기름 1/2스푼| 피자치즈(생략가능) 1줌,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/30/49eb03f29cd9183d2c5354e7915530e51_m.jpg
8298,6862451,닭가슴살덮밥,12976.0,68.0,484.0,끓이기,다이어트,닭고기,밥/죽/떡,초간단 닭가슴살덮밥,[재료] 닭가슴살 200g| 양파 1/2개| 국수장국 적당량| 계란 1개,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/14/6f825ccb9aa931dce006e1009a73d1e41_m.jpg
8312,6862683,삼계찜,3815.0,5.0,197.0,찜,손님접대,닭고기,메인반찬,인삼을 활용한 요리중 가장 대표적인 삼계탕을 응용 하여  삶는 조리 법에서 찌는 조리법으로 변형한 요리입니다.  한입에 먹을 수 있어 간편하고  만드는 시간도 삼계탕 보다 짧아 여러가지 측면에서 활용도가 좋은 요리입니다.  맛  건강  다이어트 모두를 잡을 수 있는 요리 입니다. ,[주재료] 인삼 2뿌리(약60g)| 닭가슴살 1쪽(약150g)| 대파 흰부분 10cm| 마늘 2쪽| 대추 2개| 건표고버섯 2장 [양념] 소금 1/2밥숟가락| 간장 1+1/2밥숟가락| 설탕 1/2밥숟가락| 참기름 1밥숟가락| 후춧가루 약간| 감자전분가루 3밥숟가락,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/12/15/76aaa6818217df00aafdf620221f92d91_m.jpg
8338,6862836,죠리퐁쉐이크,33874.0,245.0,1250.0,기타,간식,가공식품류,차/음료/술,꼬소달달 죠리퐁에 네모 아이스크림 넣고 쉑쉑! 죠리퐁까지 얹어 퍼묵으면 존★맛  세상의 모든 레시피 만개의레시피,[재료] 우유 1cup| 죠리퐁 3cup| 바닐라 아이스크림 1cup| 얼음 1cup,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/12/19/aa71591f850b06c56d246053b3511b141_m.jpg
8361,6863076,베이컨김치떡볶이,3606.0,11.0,122.0,볶음,일상,가공식품류,밥/죽/떡,집에 소량의 베이컨과 아주 맛나게 신김치가 있어서 베이컨김치볶음밥을 해먹으려다가 급 떡볶이가 땡김. 둘중에서 뭐먹지뭐먹지 고민고민하다가 다먹어버리겠어! 그래서 베이컨김치떡볶이,[재료] 떡볶이떡 적당량| 김치 적당량| 베이컨 적당량| 간장 1T| 고추장 0.5T| 고춧가루 약간| 올리고당 1T,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/14/35494133679fa6f8ccc33e89308c7c631_m.jpg
8367,6863152,만두깐풍기,34327.0,175.0,1487.0,볶음,간식,가공식품류,메인반찬,간단하게 만드는 만두 깐풍기는 아이들 간식이나 술 안주로도 맛있는 만두 깐풍기입니다,[깐풍기재료] 물만두(시판) 20개| 양파 1/4개| 대파 1토막| 깐마늘 1~2개| 홍고추 1개| 풋고추(청양고추) 선택 1개| 식용유 약간 [소스재료] 간장 2/3T| 청주 1t| 설탕 1+1/2T| 식초 2T,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/12/27/c1cef1e7bc321d5ea1749b3991f65eca1_m.jpg
8387,6863377,양파덮밥,173518.0,534.0,7082.0,볶음,일상,채소류,밥/죽/떡,소스 ??하게 머금은  양파가 주인공!!완전 먹음직&바람직♥  세상의 모든 레시피 만개의레시피,[필수재료] 양파 1개| 달걀 1개| 밥 1공기 [양념 재료] 물엿 1T| 간장 2T| 맛술 1T| 참기름 1T| 참깨 1/2T [선택 재료] 쪽파 1T,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/02/6a4ba287e73b5b18d143b5797b7a6fe01_m.png
8394,6863470,프렌치토스트,75854.0,309.0,2995.0,굽기,초스피드,밀가루,빵,재료도!도구도!핵.간.단!! 달달한 향기와 맛으로 후각&미각 저격완료♥  세상의 모든 레시피 만개의레시피,[필수재료] 식빵 1장| 달걀 1개| 우유 100ml| 소금 약간| 설탕 1/2T| 버터 5g| 꿀 or 메이플 시럽 1T,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/04/1c90c56ee2a8c9153b2456473c46ad661_m.png
8406,6863585,오므라이스,99734.0,80.0,3578.0,볶음,일상,쌀,밥/죽/떡,밥은 고슬고슬하게 볶아 달걀지단으로 살포시 덮어준 특별한 날에만 먹었던 오므라이스~ 쉽게 만들기,[오므라이스 재료] 밥 1인분| 햄 50g| 호박 10g| 당근 1토막| 양파 1/4개| 피망 1/4개| 브로콜리 약간| 달걀 1개| 버터 10g| 토마토케찹 1T| 참기름 약간| 후춧가루 약간| 식용유 약간| 소금 약간 [오므라이스소스] 돈까스소스 3T| 토마토케첩 1T| 물엿 1t| 굴소스 1t| 다진마늘 1t| 후춧가루 약간| 물 5T,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/06/48ab799055f9ece7900b029a02993ea01_m.jpg
8417,6863653,목살대파꼬치구이,21499.0,22.0,818.0,굽기,일상,돼지고기,디저트, 간식으로 술안주로 딱~! ,[재료] 돼지고기 목살 180g| 대파 굵은것 1대 [양념] 데리야끼소스 3큰술| 소금 조금,아무나,60분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/08/d271afd7cd60c24a97032531605cf31a1_m.jpg
8426,6863720,돼지고기고추장찌개,101259.0,61.0,3933.0,끓이기,일상,돼지고기,찌개,정말 맛있어요!,[양념] 고추장 1수저| 간장 2수저| 다진마늘 1수저| 꿀 1수저 [재료] 돼지고기| 두부| 호박| 깻잎| 파| 청양고추| 양파,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/12/28/fa5e68403701d048a720a1f216fba0221_m.jpg
8443,6863846,아보카도덮밥,80854.0,171.0,4342.0,볶음,일상,과일류,밥/죽/떡,본방으로는 잘 못봐도 재방으로는 자주 봤던 삼시세끼. 에셰프라 불리우는 그의 손길은 요리를 전혀 두려워 하지 않는게 정말 주부못지 않더라구요. 다른요리들은 다 그맛이 이해가 가는데 \'아보카도덮밥\'은 정말 어떤맛일까 궁금했어요. 아보카도는 김밥에나 자주 먹던것인데 오~~그냥 덮밥으로 요리에 주인공인 식재료가 되다니..,[재료] 아보카도 1/2개| 밥 1/2공기| 달걀 1개| 김 조금,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/12/c374168a6afadbe040b0d3b69d666f171_m.jpg
8449,6863904,삼겹살플레이트,10056.0,44.0,486.0,볶음,야식,돼지고기,밥/죽/떡,개인적으로 냉장고를 부탁해 메뉴들 중에성 탑3안에 드는 것 정창욱셰프의 삼겹살 플레이트!,[재료] 삼겹살| 양파| 마늘| 허브맛솔트| 버터| 양배추 [소스] 간장 3수저| 매실액 1수저| 올리고당 2수저| 다진마늘 1수저| 커피가루 1수저,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/12/28/c494b7a8653f8f177c85df5eb2962c971_m.jpg
8456,6863989,클럽샌드위치,213686.0,96.0,10511.0,기타,도시락,밀가루,빵,집에서 막 소풍분위기 내요.ㅋㅋㅋㅋ 그래서 아이들 좋아하는 샌드위치~제가 좋아하는 샌드위치의 왕왕 클럽샌드위치 만들었어요. 랑이는 양상추 듬~뿍 넣고 만드는 샌드위치를 참 좋아해요. 야채편식쟁이 민군도 클럽샌드위치의 야채는 잘먹습니다~ 나 엄청 잘 먹지~~라고 으시대며...ㅎㅎㅎㅎ,[재료] 식빵 3장| 햄| 계란 1개| 양파| 토마토| 양상추 [샌드위치스프레드] 마요네즈 1큰술| 머스타드 1/2큰술| 다진피클 1/2큰술,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/16/3289abee95cd9f4c3635bdbd00c0d84f1_m.jpg
8470,6864138,고구마우유조림,116233.0,82.0,5179.0,조림,일상,채소류,디저트,우유로 부드럽게~꿀로 달콤하게~~ 간단 간식으로 딱!퍽퍽하지 않아효~♥ 세상의 모든 레시피 만개의레시피,[필수 재료] 고구마 2개(300g) [소스 재료] 버터 2T| 꿀 1T| 설탕 2T| 소금 약간| 우유 1/2cup,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/20/7f0a7fda1bbb7f38b87241ed6dabf84c1_m.png
8472,6864145,스팸동,132064.0,719.0,4356.0,조림,일상,가공식품류,밥/죽/떡,고기가 없어도!슬퍼하지마~ No No No~  순식간에 밥 한 그릇 뚝딱 가능! 짭쪼름 스팸동! 세상의 모든 레시피 만개의레시피,[필수재료] 밥 1공기| 스팸 100g| 양파 1/2개| 달걀 1개 [양념재료] 간장 2T| 설탕 1T| 맛술 1T| 물 50ml [선택재료] 쪽파 1T,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/20/3fbc7dda0b3e51f4050beb056ceb59521_m.png
8492,6864389,오레오프라프치노,16797.0,46.0,1157.0,기타,간식,기타,디저트,오레오 덕후들 모두 모여랏~ 달콤해서 아이들 1등 간식!오레오프라프치노★ 세상의 모든 레시피 만개의레시피,[필수 재료] 오레오 과자(50g) 1봉| 바닐라 아이스크림 1cup| 얼음 1cup| 우유 1cup [선택 재료] 생크림 적당량,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/26/2cf7b66bf8e99e7c003955b755f51d321_m.png
8509,6864659,식빵팝콘,29051.0,7.0,1502.0,굽기,간식,밀가루,과자,입이 심심할때 해먹기 좋아요,[재료] 식빵 2장| 버터| 물| 우유| 설탕,초급,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/02/5033aa4dbc5b304cb12a529c2e54214e1_m.jpg
8517,6864694,뢰스티,15380.0,10.0,735.0,굽기,일상,채소류,양식,감자전이 튀김처럼 바삭하고 잘 구워진 양파의 달콤함과 베이컨의 육즙에 반숙의 노른자 맛이 어우러져서 맛있답니다. 아침으로도 손색이 없답니다~ ,[재료] 감자 1개| 달걀 1개| 베이컨 2~3장,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/31/3683674adab8d2b7f75b95fd27498c2d1_m.jpg
8520,6864781,곤약볶음국수,74463.0,61.0,4530.0,비빔,다이어트,가공식품류,면/만두,실곤약으로 색다른 요리를 만들어보고 싶어서 도전해봤는데 맛있어요!,[재료] 실곤약 1봉지 400g| 청양고추 1/2개| 대파 또는 양파 1/4개| 김가루 조금 [양념] 간장 1큰술| 맛술 1큰술| 올리고당 1/2큰술| 굴소스 1큰술| 들기름 또는 참기름 1/2큰술| 깨소금 1/3큰술| 다진마늘 1/3큰술| 아몬드가루 조금,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/04/3d5c5ddcadebfa72153fdb11ea7cc2291_m.jpg
8523,6864833,어묵볶음밥,93912.0,112.0,5036.0,볶음,일상,쌀,밥/죽/떡,쫄깃쫄깃~간단간단~어묵볶음밥~~♬♪ 어묵 뽀까뽀까 한그릇 뚝딱!! 세상의 모든 레시피 만개의레시피,[필수재료] 판 어묵(50g) 1장| 양파 1/4개| 대파 10cm| 밥 1공기 [양념 재료] 간장 1T| 굴소스 1T| 참기름 1T| 참깨 1/2T [선택 재료] 달걀 1개,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/06/fd078afdc24b144ced360356a2ceb2541_m.png
8548,6865204,새싹비빔국수,8461.0,25.0,302.0,비빔,야식,가공식품류,면/만두,주말에 혼밥 즐기시는분 참 많으시지요?  라면으로 간단하게 아니면 배달음식으로..  야식으로도 가끔 매콤한게 땡길때 간단하게 비빔국수 어떨까요?  은근 중독성 강한 입안에서 톡톡톡 새싹비빔국수 만들어 볼까요?,[재료] 국수(소면) 200g| 비빔양념장 적당| 어린새싹 30g| 삶은달걀(생략가능) 1개 [국수밑간] 참기름 1/2숟가락| 양조간장(진간장) 1/2숟가락 [비빔국수양념장재료] 고춧가루 1숟가락| 고추장 2숟가락| 양조간장 1숟가락| 매실청(생략가능) 1숟가락| 올리고당 1숟가락| 참기름 1숟가락| 참깨 1숟가락,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/12/6af6ea7f673d44086c19c925adc4d9091_m.jpg
8559,6865281,깐풍만두,32905.0,61.0,2253.0,조림,술안주,가공식품류,면/만두,집에서 혼밥만큼이나 혼술도 자주하는 편이에요  혼술도 외롭지 않게! 입이 즐거운 안주 소개해볼게요  맥주가 절로 들어갈거에요 ,[재료] 냉동만두 6개| 파프리카 1/2개| 양파 1/4개| 파 조금| 청양고추 1개| 다진마늘 1T [깐풍소스] 굴소스 1T| 간장 2T| 올리고당 2T| 식초 1T| 후추 조금| 참기름 조금| 깨 조금,중급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/14/574379a2f67c1e420750953a13f5964c1_m.jpg
8561,6865303,무스케이크,8709.0,18.0,414.0,기타,간식,달걀/유제품,빵,본래 무스케이크에는 젤라틴  레몬즙 등 많은 재료가 필요하지만  슈가롱은 다 필요없이 생크림과 블루베리로 초간단! 노오븐!으로 무스케이크 만들어봤어용 >_<,[재료] 블루베리 80g| 카스테라 1개| 생크림 100g| 설탕 큰 3스푼,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/15/a8e89c0a5df72a4b16e815d9996994701_m.jpg
8564,6865312,딸기롤,12038.0,12.0,672.0,찜,간식,과일류,디저트,간편 재료로 쉽게 만드는 달달한 간식 만들기~,[고구마 롤 재료] 또띠아 1개| 찐 고구마 1개| 딸기 4개| 꿀 1스푼,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/15/9602949fa31d48dfb5447fd5bc847e191_m.jpg
8567,6865321,떠먹는피자,25407.0,25.0,1055.0,굽기,초스피드,기타,빵,옥수수 식빵을 만들어 먹고 조금 남은 걸로 떠먹는 피자를 만들었어요 초간단으로 해서 먹어도 맛이 뒤지지 않고 맛있네요 오븐 필요없이 전자렌지 사용으로 쉽고 빠르게 만들어 먹을수 있는 피자로  남은 식빵 활용으로도  딱이겠죠^^,[재료] 식빵남은거 | 파프리카 조금 | 마일드스팸 조금 | 표고버섯 조금 | 양파 조금 | 모짜렐라치즈 [양념] 토마토케찹,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/15/e4ab79ad07b341ce09b4c6a5eace9e0b1_m.jpg
8578,6865391,김치비빔국수,46769.0,78.0,1807.0,비빔,야식,밀가루,면/만두,간단하고 쉽게 만드는 김치 콩나물 비빔국수 ~ 콩나물은 넣었더니 아삭하니 맛있네요~,[비빔 국수 재료] 배추김치 1/2줌| 소면 100~120g| 콩나물 1/2줌| 오이 1토막| 다진 파 약간| 다진마늘 약간| 삶은 달걀 (선택) 1개 [양념] 고추장 1t| 고춧가루 1t| 간장 1t| 매실청 1T| 물엿 1T| 참기름 1t| 깨소금 1T,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/16/0ef19a00c2577c4aeea5963933bd55ec1_m.jpg
